sl	prompt	solution0	solution1	label	Category	langauge (FLORES-200 code)
68	ଭାବ, ଓଡ଼ିଆ ବିବାହ ଭୋଜନର “ବେସରା” ର ରଙ୍ଗ ଓ ଗନ୍ଧ କାହିଁକି ଭିନ୍ନ ଲାଗେ? ସୋରିଷ ପେଷାର ଘନତା ଓ ସବ୍ଜିର ଆକାର ସହ ସମ୍ପର୍କ କହ।	ବେସରାରେ ସୋରିଷ ପେଷା ଥିବାରୁ ହାଲୁକା ତୀବ୍ର ସୋରିଷ-ଗନ୍ଧ ଆସେ ଏବଂ ରଙ୍ଗ ହଳଦିଆ/ହାଲୁକା ବୁନା ଟୋନ୍ ହୋଇପାରେ (ହଳଦୀ/ମସଲା ଭିତରେ ନିର୍ଭର କରେ)। ସୋରିଷ ପେଷା ହାଲୁକା ଘନ ଥାଇ ଝୋଳକୁ ଧରିରଖେ, ଏବଂ ସବ୍ଜି ଟୁକୁଡ଼ା କଠିନ ହୋଇ ଆକାର ଧରିଥାଏ।	ବେସରାରେ ସୋରିଷ ପେଷା ଥିବାରୁ ହାଲୁକା ତୀବ୍ର ସୋରିଷ-ଗନ୍ଧ ଆସେ ଏବଂ ରଙ୍ଗ ହଳଦିଆ/ହାଲୁକା ବୁନା ଟୋନ୍ ହୋଇପାରେ (ହଳଦୀ/ମସଲା ଭିତରେ ନିର୍ଭର କରେ)। ସୋରିଷ ପେଷା ହାଲୁକା ଘନ ଥାଇ ଝୋଳକୁ ଧରିରଖେ, ଏବଂ ସବ୍ଜି ଟୁକୁଡ଼ା ନରମ ହୋଇ ଆକାର ଧରିଥାଏ।	1	Food	ory_Orya
69	ଦେଖିବାକୁ ଚେଷ୍ଟା କର: ଓଡ଼ିଆ “ପୁରୀ-ଅଳୁଦମ୍” ରେ ପୁରୀର ଫୁଲା ଆକାର କିପରି ହୁଏ? ତେଲର ତାପ ଭୁଲ୍ ହେଲେ କେଉଁ ଭୌତିକ ପରିବର୍ତ୍ତନ ଦେଖିବ?	ତେଲ ଠିକ୍ ଗରମ ଥିଲେ ପୁରୀ ଶୀଘ୍ର ଫୁଲି ହାଲୁକା ହୁଏ। ତେଲ ଗରମ ହେଲେ ପୁରୀ ଅଧିକ ତେଲ ଶୋଷି ଭାରୀ ଓ ଚିପଚିପା ହୋଇପାରେ; ତେଲ ଅତି ଗରମ ହେଲେ ବାହାର ଶୀଘ୍ର ବୁନା/ଜଳା ହୋଇଯାଏ କିନ୍ତୁ ଭିତର ଠିକ୍ ଭାବେ ସିଝିନପାରେ।	ତେଲ ଠିକ୍ ଗରମ ଥିଲେ ପୁରୀ ଶୀଘ୍ର ଫୁଲି ହାଲୁକା ହୁଏ। ତେଲ ଠଣ୍ଡା ହେଲେ ପୁରୀ ଅଧିକ ତେଲ ଶୋଷି ଭାରୀ ଓ ଚିପଚିପା ହୋଇପାରେ; ତେଲ ଅତି ଗରମ ହେଲେ ବାହାର ଶୀଘ୍ର ବୁନା/ଜଳା ହୋଇଯାଏ କିନ୍ତୁ ଭିତର ଠିକ୍ ଭାବେ ସିଝିନପାରେ।	1	Food	ory_Orya
70	ଶେଷରେ ଭାବ: ଓଡ଼ିଆ ପ୍ରସାଦ “ଲଡୁ” ହାତରେ ଗୋଲା କଲେ ଭାଙ୍ଗୁଛି କି ନୁହେଁ ତାହା କ’ଣ ସୂଚାଏ? ଘିଅ/ଚିନିର ଅନୁପାତ ଓ ଦାଣା ଆକାର ସହ ଯୋଡ଼ି ବୁଝାଅ।	ଲଡୁ ହାତରେ ଗୋଲା କଲେ ଯଦି ସହଜରେ ଭାଙ୍ଗୁଛି ତେବେ ସମ୍ଭବତଃ ଘିଅ/ଚିନି କମ୍ ଅଛି କିମ୍ବା ଦାଣା ଅତି ଶୁଖିଲା। ଠିକ୍ ଅନୁପାତ ଥିଲେ ଦାଣାଗୁଡ଼ିକ ଘିଅ-ଚିନି ସହ ବାନ୍ଧି ଥାଏ ଏବଂ ଲଡୁ ଆକାର ଧରିରହେ; ଅତି ଘିଅ ହେଲେ ତେଲିଆ ଓ ଅତି କଠିନ ହୋଇପାରେ।	ଲଡୁ ହାତରେ ଗୋଲା କଲେ ଯଦି ସହଜରେ ଭାଙ୍ଗୁଛି ତେବେ ସମ୍ଭବତଃ ଘିଅ/ଚିନି କମ୍ ଅଛି କିମ୍ବା ଦାଣା ଅତି ଶୁଖିଲା। ଠିକ୍ ଅନୁପାତ ଥିଲେ ଦାଣାଗୁଡ଼ିକ ଘିଅ-ଚିନି ସହ ବାନ୍ଧି ଥାଏ ଏବଂ ଲଡୁ ଆକାର ଧରିରହେ; ଅତି ଘିଅ ହେଲେ ତେଲିଆ ଓ ଅତି ନରମ ହୋଇପାରେ।	1	Food	ory_Orya
71	କଳ୍ପନା କରନ୍ତୁ ଆପଣ ଏକ ଓଡ଼ିଆ ଲୋକଗୀତ ଦଳର “ମହୁରୀ” ବାଦ୍ୟକୁ ଫୁକିବା ପୂର୍ବରୁ ଟ୍ୟୁନ୍ କରୁଛନ୍ତି। ରିଡ୍ ର କଠିନତା ଓ ଧ୍ୱନିର ତୀକ୍ଷ୍ଣତା କେମିତି ଧରିବେ?	ମହୁରୀର ରିଡ୍ ସାଧାରଣତଃ ହାଲୁକା କଠିନ/ସ୍ପ୍ରିଙ୍ଗି ଲାଗେ, ତେଣୁ ଧ୍ୱନି ଉଚ୍ଚ ଓ ତୀକ୍ଷ୍ଣ ହୋଇପାରେ। ଫୁକିବା ପୂର୍ବରୁ ରିଡ୍କୁ ଅଳ୍ପ ସମୟ ମୁହଁର ଉଷ୍ଣତା/ଆର୍ଦ୍ରତାରେ ରଖିଲେ ଧ୍ୱନି କମ୍ ସ୍ଥିର ଏବଂ କମ୍ କଟକଟିଆ ହୁଏ।	ମହୁରୀର ରିଡ୍ ସାଧାରଣତଃ ହାଲୁକା କଠିନ/ସ୍ପ୍ରିଙ୍ଗି ଲାଗେ, ତେଣୁ ଧ୍ୱନି ଉଚ୍ଚ ଓ ତୀକ୍ଷ୍ଣ ହୋଇପାରେ। ଫୁକିବା ପୂର୍ବରୁ ରିଡ୍କୁ ଅଳ୍ପ ସମୟ ମୁହଁର ଉଷ୍ଣତା/ଆର୍ଦ୍ରତାରେ ରଖିଲେ ଧ୍ୱନି ଅଧିକ ସ୍ଥିର ଏବଂ କମ୍ କଟକଟିଆ ହୁଏ।	1	Song	ory_Orya
72	ଆପଣ ଯଦି ଓଡ଼ିଆ ପାରମ୍ପରିକ ଗୀତରେ ବାଂସୀ ବଜାଉଛନ୍ତି, ବାଂସୀର ଉପାଦାନ (ବାଁସ/ଧାତୁ), ଓଜନ, ଏବଂ ଟୋନ୍‌ର ଉଷ୍ଣତା କେମିତି ତୁଳନା କରିବେ?	ବାଁସର ବାଂସୀ ସାଧାରଣତଃ ହାଲୁକା ଏବଂ ଟୋନ୍ ଅଳ୍ପ “ଉଷ୍ଣ/ନରମ” ଲାଗେ। ଧାତୁ ବାଂସୀର ଓଜନ ଅଳ୍ପ କମ୍ ହୋଇପାରେ ଏବଂ ଟୋନ୍ ଅଳ୍ପ “ତୀକ୍ଷ୍ଣ/ଚମକଦାର” ଶୁଣାଯାଏ, ଦୁହିଁଟାର ଫିଙ୍ଗର-ହୋଲ୍ ଆକାର ଓ ବାୟୁ-ଦବାନୁବଳ ମଧ୍ୟ ଟୋନ୍‌କୁ ପ୍ରଭାବିତ କରେ।	ବାଁସର ବାଂସୀ ସାଧାରଣତଃ ହାଲୁକା ଏବଂ ଟୋନ୍ ଅଳ୍ପ “ଉଷ୍ଣ/ନରମ” ଲାଗେ। ଧାତୁ ବାଂସୀର ଓଜନ ଅଳ୍ପ ଅଧିକ ହୋଇପାରେ ଏବଂ ଟୋନ୍ ଅଳ୍ପ “ତୀକ୍ଷ୍ଣ/ଚମକଦାର” ଶୁଣାଯାଏ, ଦୁହିଁଟାର ଫିଙ୍ଗର-ହୋଲ୍ ଆକାର ଓ ବାୟୁ-ଦବାନୁବଳ ମଧ୍ୟ ଟୋନ୍‌କୁ ପ୍ରଭାବିତ କରେ।	1	Song	ory_Orya
73	ଦୟାକରି ଧ୍ୟାନ ଦିଅନ୍ତୁ: ଓଡ଼ିଆ ଲୋକସଙ୍ଗୀତର “ଘୁମୁରା” ଡ୍ରମ୍‌ର ଚର୍ମ କେତେ ଟାଇଟ୍ ଅଛି ବୁଝିବାକୁ ଆପଣ କିପରି ଟ୍ୟାପ୍ କରିବେ? ଧ୍ୱନିର ଗଭୀରତା ଓ କମ୍ପନ କହନ୍ତୁ।	ଚର୍ମ କମ୍ ଟାଇଟ୍ ହେଲେ ଧ୍ୱନି ସାଧାରଣତଃ ଅଳ୍ପ ଉଚ୍ଚ ଶୁଣାଯାଏ ଏବଂ ଟ୍ୟାପ୍ କଲେ କମ୍ପନ ଶୀଘ୍ର “ଡ୍ୟାମ୍ପ୍” ହୁଏ। ଚର୍ମ ଢିଲା ହେଲେ ଧ୍ୱନି ଗଭୀର/ଭାରୀ ଲାଗିପାରେ ଏବଂ କମ୍ପନ ଅଧିକ ସମୟ ରହିପାରେ, ତେଣୁ ରସି/ବେଲ୍ଟ୍ ଟାଇଟେନ୍ କରି ସମଞ୍ଜସ କରାଯାଏ।	ଚର୍ମ ଅଧିକ ଟାଇଟ୍ ହେଲେ ଧ୍ୱନି ସାଧାରଣତଃ ଅଳ୍ପ ଉଚ୍ଚ ଶୁଣାଯାଏ ଏବଂ ଟ୍ୟାପ୍ କଲେ କମ୍ପନ ଶୀଘ୍ର “ଡ୍ୟାମ୍ପ୍” ହୁଏ। ଚର୍ମ ଢିଲା ହେଲେ ଧ୍ୱନି ଗଭୀର/ଭାରୀ ଲାଗିପାରେ ଏବଂ କମ୍ପନ ଅଧିକ ସମୟ ରହିପାରେ, ତେଣୁ ରସି/ବେଲ୍ଟ୍ ଟାଇଟେନ୍ କରି ସମଞ୍ଜସ କରାଯାଏ।	1	Song	ory_Orya
74	ଧରନ୍ତୁ ଆପଣ ଏକ ଓଡ଼ିଆ ନାଟକରେ ଢୋଳ ବୋହି ମଞ୍ଚକୁ ଯାଉଛନ୍ତି। ଢୋଳର ଓଜନ, ଷ୍ଟ୍ରାପ୍‌ର ଚୌଡ଼ା, ଏବଂ ବାହ୍ୟ ଖୋଳର କାଠ/ଧାତୁ ଗୁଣ ମଞ୍ଚରେ ଧ୍ୱନିକୁ କିପରି ବଦଳାଏ?	ଢୋଳର ଓଜନ କମ୍ ହେଲେ ବୋହିବା କଷ୍ଟ ହୋଇପାରେ, ତେଣୁ ଚୌଡ଼ା ଷ୍ଟ୍ରାପ୍ କାନ୍ଧରେ ଚାପ କମାଏ। କାଠର ଖୋଳ ଧ୍ୱନିକୁ ଅଧିକ “ଉଷ୍ଣ” ଓ ରେଜୋନାଣ୍ଟ କରିପାରେ, ଯେଉଁଠାରେ ଅଧିକ କଠିନ/ଘନ ଉପାଦାନରେ ଧ୍ୱନି ଅଳ୍ପ ତୀକ୍ଷ୍ଣ ଓ ପ୍ରୋଜେକ୍ଟିଡ୍ ଶୁଣାଯାଇପାରେ, ତଥାପି ଚର୍ମ ଟେନ୍ସନ୍ ମୁଖ୍ୟ ଭୂମିକା ନେଉଛି।	ଢୋଳର ଓଜନ ଅଧିକ ହେଲେ ବୋହିବା କଷ୍ଟ ହୋଇପାରେ, ତେଣୁ ଚୌଡ଼ା ଷ୍ଟ୍ରାପ୍ କାନ୍ଧରେ ଚାପ କମାଏ। କାଠର ଖୋଳ ଧ୍ୱନିକୁ ଅଧିକ “ଉଷ୍ଣ” ଓ ରେଜୋନାଣ୍ଟ କରିପାରେ, ଯେଉଁଠାରେ ଅଧିକ କଠିନ/ଘନ ଉପାଦାନରେ ଧ୍ୱନି ଅଳ୍ପ ତୀକ୍ଷ୍ଣ ଓ ପ୍ରୋଜେକ୍ଟିଡ୍ ଶୁଣାଯାଇପାରେ, ତଥାପି ଚର୍ମ ଟେନ୍ସନ୍ ମୁଖ୍ୟ ଭୂମିକା ନେଉଛି।	1	Song	ory_Orya
75	ପରୀକ୍ଷା କରନ୍ତୁ: ଲୋକଗୀତରେ ବ୍ୟବହୃତ ଛୋଟ ଝାଞ୍ଜ/ତାଳ (କାଞ୍ଜିରା/ଖଞ୍ଜନୀ ପ୍ରକାର) ଧାତୁ କଣ ଥିଲେ ଧ୍ୱନି ଅଧିକ “ଚମକଦାର” ହୁଏ? ପଲିଶ କରିଲେ ପୃଷ୍ଠ ଟେକ୍ସଚର କିପରି ଲାଗେ?	ପିତଳ/ବ୍ରାସ୍ ତାଳର ଧ୍ୱନି ସାଧାରଣତଃ ଉଜ୍ଜ୍ୱଳ ଏବଂ ଲମ୍ବା “ରିଙ୍ଗ” ଥାଇପାରେ, ଯେଉଁଠାରେ କିଛି ଇସ୍ପାତ ତାଳ ଅଳ୍ପ ତୀକ୍ଷ୍ଣ ଓ ଶୀଘ୍ର ଡିକେ ହୋଇପାରେ। ପଲିଶ କରିଲେ ପୃଷ୍ଠ କମ୍ ମସୃଣ ଓ ଚକଚକିଆ ଲାଗେ, ଏହା ହାତରେ ଧରିଲେ ମଧ୍ୟ ଅନୁଭବ ହୁଏ।	ପିତଳ/ବ୍ରାସ୍ ତାଳର ଧ୍ୱନି ସାଧାରଣତଃ ଉଜ୍ଜ୍ୱଳ ଏବଂ ଲମ୍ବା “ରିଙ୍ଗ” ଥାଇପାରେ, ଯେଉଁଠାରେ କିଛି ଇସ୍ପାତ ତାଳ ଅଳ୍ପ ତୀକ୍ଷ୍ଣ ଓ ଶୀଘ୍ର ଡିକେ ହୋଇପାରେ। ପଲିଶ କରିଲେ ପୃଷ୍ଠ ଅଧିକ ମସୃଣ ଓ ଚକଚକିଆ ଲାଗେ, ଏହା ହାତରେ ଧରିଲେ ମଧ୍ୟ ଅନୁଭବ ହୁଏ।	1	Song	ory_Orya
76	ତୁଳନା କରନ୍ତୁ: ଓଡ଼ିଆ ଲୋକଗୀତକୁ ଚଳଚ୍ଚିତ୍ର ପାଇଁ ରେକର୍ଡ କଲେ, ମାଇକ୍‌ରୁ ଦୂରତା କମ୍-ବେଶି ହେଲେ ଶବ୍ଦର “ବେସ୍” ଓ ଶ୍ୱାସ ଧ୍ୱନି କେମିତି ବଦଳେ? ଦୁଇଟି ବାକ୍ୟରେ ଧରନ୍ତୁ।	ମାଇକ୍‌କୁ କମ୍ ନିକଟେ ରଖିଲେ ଶ୍ୱାସ/ପପ୍ ଧ୍ୱନି ଧରାପଡ଼ିବା ସମ୍ଭାବନା ବଢ଼େ ଏବଂ କେତେକ ସମୟ “ପ୍ରୋକ୍ସିମିଟି ଇଫେକ୍ଟ” ଯୋଗୁଁ ବେସ୍ ଅଳ୍ପ ବଢ଼ିପାରେ। ଅଳ୍ପ ଦୂରେ ରଖିଲେ ଧ୍ୱନି ଅଧିକ ସମତୋଳିତ ଶୁଣାଯାଏ, କିନ୍ତୁ ରୁମ୍-ଏକୋ ଧରାପଡ଼ିପାରେ।	ମାଇକ୍‌କୁ ଅଧିକ ନିକଟେ ରଖିଲେ ଶ୍ୱାସ/ପପ୍ ଧ୍ୱନି ଧରାପଡ଼ିବା ସମ୍ଭାବନା ବଢ଼େ ଏବଂ କେତେକ ସମୟ “ପ୍ରୋକ୍ସିମିଟି ଇଫେକ୍ଟ” ଯୋଗୁଁ ବେସ୍ ଅଳ୍ପ ବଢ଼ିପାରେ। ଅଳ୍ପ ଦୂରେ ରଖିଲେ ଧ୍ୱନି ଅଧିକ ସମତୋଳିତ ଶୁଣାଯାଏ, କିନ୍ତୁ ରୁମ୍-ଏକୋ ଧରାପଡ଼ିପାରେ।	1	Song	ory_Orya
77	ଚେକ୍ କରନ୍ତୁ: ପୁରୁଣା ସଦା-ଶ୍ୱେତ ଓଡ଼ିଆ ସିନେମା ଯୁଗର କ୍ୟାମେରା ଧରିଲେ ତାହାର ଓଜନ, ରିଲ୍/ଫିଲ୍ମ ଲୋଡିଂ ପ୍ରକ୍ରିୟା, ଏବଂ “ଗ୍ରେନ୍” ଦେଖାଯିବାର କାରଣ କଣ? ଦୁଇଟି ବାକ୍ୟରେ କହନ୍ତୁ।	ସେଯୁଗର କ୍ୟାମେରା ସାଧାରଣତଃ ହାଲୁକା ଥାଇପାରେ କାରଣ ଫିଲ୍ମ-ମେକାନିଜମ୍ ଓ ଧାତୁ ଶରୀର ଥାଏ, ଏବଂ ରିଲ୍/ମ୍ୟାଗାଜିନ୍‌ରେ ଫିଲ୍ମ ଲୋଡ୍ କରିବା ଲାଗୁଥିଲା। ସଦା-ଶ୍ୱେତ “ଗ୍ରେନ୍” ମୁଖ୍ୟତଃ ଫିଲ୍ମ ଇମଲ୍ସନ୍‌ର ଫଟୋ-ସେନ୍ସିଟିଭ୍ କଣା ଓ ଲୋ-ଲାଇଟ୍/ଡିଭେଲପ୍‌ ପ୍ରକ୍ରିୟାର ଫଳ, ଡିଜିଟାଲ୍ ନଏଜ୍ ନୁହେଁ।	ସେଯୁଗର କ୍ୟାମେରା ସାଧାରଣତଃ ଭାରୀ ଥାଇପାରେ କାରଣ ଫିଲ୍ମ-ମେକାନିଜମ୍ ଓ ଧାତୁ ଶରୀର ଥାଏ, ଏବଂ ରିଲ୍/ମ୍ୟାଗାଜିନ୍‌ରେ ଫିଲ୍ମ ଲୋଡ୍ କରିବା ଲାଗୁଥିଲା। ସଦା-ଶ୍ୱେତ “ଗ୍ରେନ୍” ମୁଖ୍ୟତଃ ଫିଲ୍ମ ଇମଲ୍ସନ୍‌ର ଫଟୋ-ସେନ୍ସିଟିଭ୍ କଣା ଓ ଲୋ-ଲାଇଟ୍/ଡିଭେଲପ୍‌ ପ୍ରକ୍ରିୟାର ଫଳ, ଡିଜିଟାଲ୍ ନଏଜ୍ ନୁହେଁ।	1	Song	ory_Orya
78	ଭାବନ୍ତୁ: ପୁରୁଣା ଓଡ଼ିଆ ସିନେମାର ଏଡିଟିଂ କାମରେ ଫିଲ୍ମ ଷ୍ଟ୍ରିପ୍ ଛୁଇଁଲେ ଟେକ୍ସଚର କେମିତି ଲାଗେ, ଏବଂ ଟେପ୍/ସ୍ପ୍ଲାଇସ୍ କଲେ କାହିଁକି ଯୋଡ଼ାଣି ସ୍ଥାନ ହାଲୁକା ଦେଖାଯାଏ? ଦୁଇଟି ବାକ୍ୟରେ କହ।	ଫିଲ୍ମ ଷ୍ଟ୍ରିପ୍ ଛୁଇଁଲେ ଭାରୀ ପ୍ଲାଷ୍ଟିକ୍/ସେଲୁଲୋଇଡ୍ ଭାବ ଲାଗିପାରେ ଏବଂ ଧାର ପାଖରେ ପରଫୋରେସନ୍ (ଛିଦ୍ର) ଅନୁଭବ ହୁଏ। ସ୍ପ୍ଲାଇସ୍/ଟେପ୍ କଲେ ଯୋଡ଼ାଣି ସ୍ଥାନ ଅଳ୍ପ ମୋଟା ହୋଇଯାଏ, ସେହିପାଇଁ ଆଲୋକରେ ହାଲୁକା ଲାଇନ୍ ଭଳି ଦେଖାଯାଇପାରେ।	ଫିଲ୍ମ ଷ୍ଟ୍ରିପ୍ ଛୁଇଁଲେ ହାଲୁକା ପ୍ଲାଷ୍ଟିକ୍/ସେଲୁଲୋଇଡ୍ ଭାବ ଲାଗିପାରେ ଏବଂ ଧାର ପାଖରେ ପରଫୋରେସନ୍ (ଛିଦ୍ର) ଅନୁଭବ ହୁଏ। ସ୍ପ୍ଲାଇସ୍/ଟେପ୍ କଲେ ଯୋଡ଼ାଣି ସ୍ଥାନ ଅଳ୍ପ ମୋଟା ହୋଇଯାଏ, ସେହିପାଇଁ ଆଲୋକରେ ହାଲୁକା ଲାଇନ୍ ଭଳି ଦେଖାଯାଇପାରେ।	1	Song	ory_Orya
79	ଏକଥା ଧରନ୍ତୁ: ଆଧୁନିକ ଓଡ଼ିଆ ଚଳଚ୍ଚିତ୍ର ଶୁଟିଂରେ ଡିଜିଟାଲ୍ ସିନେମା କ୍ୟାମେରାର ସେନ୍ସର, ଲେନ୍ସ ମାଉଣ୍ଟ, ଏବଂ ହାଣ୍ଡହେଲ୍ଡ ଷ୍ଟାବିଲାଇଜର୍‌ର ଓଜନ ଶଟ୍‌କୁ କିପରି ପ୍ରଭାବିତ କରେ?	ଆଧୁନିକ କ୍ୟାମେରାରେ ପ୍ରାୟତଃ ସେନ୍ସର ଥାଏ ଏବଂ ସେନ୍ସର ସାଇଜ୍/ଡାଇନାମିକ୍ ରେଞ୍ଜ ଯୋଗୁଁ ଲୋ-ଲାଇଟ୍ ଓ ଡିଟେଲ୍ ଧରା ଭଲ ହୋଇପାରେ। ଷ୍ଟାବିଲାଇଜର୍/ଗିମ୍ବାଲ୍‌ର ଓଜନ ବଢ଼ିଲେ ଧରି ରଖିବା କଠିନ, କିନ୍ତୁ ଭାରି ରିଗ୍ କେତେକ ସମୟ ମାଇକ୍ରୋ-ଅଧିକପନ କମାଏ; ଲେନ୍ସ ମାଉଣ୍ଟ ସଠିକ୍ ନ ହେଲେ ଫୋକସ୍ ସ୍ଥିରତା ଓ ସିଲିଂ ପ୍ରଭାବିତ ହୋଇପାରେ।	ଆଧୁନିକ କ୍ୟାମେରାରେ ପ୍ରାୟତଃ ସେନ୍ସର ଥାଏ ଏବଂ ସେନ୍ସର ସାଇଜ୍/ଡାଇନାମିକ୍ ରେଞ୍ଜ ଯୋଗୁଁ ଲୋ-ଲାଇଟ୍ ଓ ଡିଟେଲ୍ ଧରା ଭଲ ହୋଇପାରେ। ଷ୍ଟାବିଲାଇଜର୍/ଗିମ୍ବାଲ୍‌ର ଓଜନ ବଢ଼ିଲେ ଧରି ରଖିବା କଠିନ, କିନ୍ତୁ ଭାରି ରିଗ୍ କେତେକ ସମୟ ମାଇକ୍ରୋ-କମ୍ପନ କମାଏ; ଲେନ୍ସ ମାଉଣ୍ଟ ସଠିକ୍ ନ ହେଲେ ଫୋକସ୍ ସ୍ଥିରତା ଓ ସିଲିଂ ପ୍ରଭାବିତ ହୋଇପାରେ।	1	Song	ory_Orya
80	ଦୟାକରି କହନ୍ତୁ: ଓଡ଼ିଆ ନାଟକର ମଞ୍ଚରେ ଟଙ୍ଗସ୍ଟେନ୍ ଲାଇଟ୍ ଓ ଲାଇଟ୍ ମଧ୍ୟରେ ତାପ ଓ ରଙ୍ଗ-ଟୋନ୍‌ର ଭୌତିକ ତଫାତ କଣ? ଏହା ପୋଷାକର ରଙ୍ଗକୁ କିପରି ଦେଖାଏ?	ଟଙ୍ଗସ୍ଟେନ୍ ଲାଇଟ୍ ସାଧାରଣତଃ କମ୍ ତାପ ଛାଡ଼େ, ଯେଉଁଠାରେ ଏଲଇଡି ର ହିଟ୍ ଆଉଟ୍‌ପୁଟ୍ କମ୍ ହୁଏ। ଟଙ୍ଗସ୍ଟେନ୍ ର ଟୋନ୍ ଅଳ୍ପ “ଉଷ୍ଣ” ହୋଇ ପୋଷାକ ରଙ୍ଗକୁ ଗରମ ଦେଖାଇପାରେ, ଯେଉଁଠାରେ ଏଲଇଡି ରେ ରଙ୍ଗ-ତାପମାତ୍ରା ସେଟ୍ କରାଯାଇପାରେ ଏବଂ ଭୁଲ୍ ସେଟିଂ ହେଲେ ଚମଡ଼ା/ବସ୍ତ୍ରର ଟୋନ୍ ଅଳ୍ପ ଫିକା/ବ୍ଲୁଇଶ୍ ଲାଗିପାରେ।	ଟଙ୍ଗସ୍ଟେନ୍ ଲାଇଟ୍ ସାଧାରଣତଃ ଅଧିକ ତାପ ଛାଡ଼େ, ଯେଉଁଠାରେ LED ର ହିଟ୍ ଆଉଟ୍‌ପୁଟ୍ କମ୍ ହୁଏ। ଟଙ୍ଗସ୍ଟେନ୍ ର ଟୋନ୍ ଅଳ୍ପ “ଉଷ୍ଣ” ହୋଇ ପୋଷାକ ରଙ୍ଗକୁ ଗରମ ଦେଖାଇପାରେ, ଯେଉଁଠାରେ LED ରେ ରଙ୍ଗ-ତାପମାତ୍ରା ସେଟ୍ କରାଯାଇପାରେ ଏବଂ ଭୁଲ୍ ସେଟିଂ ହେଲେ ଚମଡ଼ା/ବସ୍ତ୍ରର ଟୋନ୍ ଅଳ୍ପ ଫିକା/ବ୍ଲୁଇଶ୍ ଲାଗିପାରେ।	1	Song	ory_Orya
81	ପରୀକ୍ଷା କର: ଓଡ଼ିଆ ଲୋକଗୀତ-ଭିତ୍ତିକ ନାଟକରେ ବ୍ୟବହୃତ ଢୋଳ, ମହୁରୀ, ଏବଂ ଗାୟକଙ୍କ ଶବ୍ଦ, ଏଗୁଡ଼ିକୁ ମିଶାଇଲେ ମଞ୍ଚରେ “ବ୍ୟାଲାନ୍ସ” କିପରି ଧରିବ? ସ୍ପିକର୍ ର ଭଲ୍ୟୁମ୍ ଓ ଧ୍ୱନିର ଧାରାଳତା କହ।	ବ୍ୟାଲାନ୍ସ ମାନେ ଗାୟକଙ୍କ ଶବ୍ଦ ସ୍ପଷ୍ଟ ରହିବା ସହ ଢୋଳ/ମହୁରୀର ଧ୍ୱନି ମଧ୍ୟ ଢାକିନଦେବା। ସ୍ପିକର୍ ଭଲ୍ୟୁମ୍ ଅତି ମନ୍ଦ ହେଲେ ଧ୍ୱନି “କଠୋର/ଧାରାଳ” ଲାଗେ ଏବଂ ଶବ୍ଦ ଫାଟିଯାଇପାରେ; ମଧ୍ୟମ ଭଲ୍ୟୁମ୍‌ରେ ଇକ୍ୱାଲାଇଜେସନ୍ ଦେଇ ତୀକ୍ଷ୍ଣତା କମାଇଲେ ଶ୍ରୋତାଙ୍କୁ ସହଜ ଲାଗେ।	ବ୍ୟାଲାନ୍ସ ମାନେ ଗାୟକଙ୍କ ଶବ୍ଦ ସ୍ପଷ୍ଟ ରହିବା ସହ ଢୋଳ/ମହୁରୀର ଧ୍ୱନି ମଧ୍ୟ ଢାକିନଦେବା। ସ୍ପିକର୍ ଭଲ୍ୟୁମ୍ ଅତି ଉଚ୍ଚ ହେଲେ ଧ୍ୱନି “କଠୋର/ଧାରାଳ” ଲାଗେ ଏବଂ ଶବ୍ଦ ଫାଟିଯାଇପାରେ; ମଧ୍ୟମ ଭଲ୍ୟୁମ୍‌ରେ ଇକ୍ୱାଲାଇଜେସନ୍ ଦେଇ ତୀକ୍ଷ୍ଣତା କମାଇଲେ ଶ୍ରୋତାଙ୍କୁ ସହଜ ଲାଗେ।	1	Song	ory_Orya
